,When,T_a,RH,v_a,p_a
436,2020-12-18 13:00:00,-11.12,29.07,2.314,622.477
437,2020-12-18 13:15:00,-10.63,28.09,1.687,622.407
438,2020-12-18 13:30:00,-10.56,28.49,2.889,622.338
439,2020-12-18 13:45:00,-10.13,25.01,1.882,622.268
440,2020-12-18 14:00:00,-10.09,26.16,2.279,622.198
441,2020-12-18 14:15:00,-10.25,25.86,2.596,622.208
442,2020-12-18 14:30:00,-9.84,24.04,2.315,622.217
443,2020-12-18 14:45:00,-9.68,23.51,2.821,622.226
444,2020-12-18 15:00:00,-9.91,23.64,3.122,622.236
445,2020-12-18 15:15:00,-9.94,23.95,2.73,622.245
446,2020-12-18 15:30:00,-9.81,23.28,2.14,622.254
447,2020-12-18 15:45:00,-9.98,22.82,2.456,622.263
448,2020-12-18 16:00:00,-9.33,22.72,1.456,622.272
449,2020-12-18 16:15:00,-10.03,22.86,2.173,622.288
450,2020-12-18 16:30:00,-10.13,23.24,2.154,622.303
451,2020-12-18 16:45:00,-10.24,23.31,1.452,622.318
452,2020-12-18 17:00:00,-10.32,23.86,1.253,622.334
453,2020-12-18 17:15:00,-10.55,24.01,2.18,622.41
454,2020-12-18 17:30:00,-10.76,24.42,1.244,622.486
455,2020-12-18 17:45:00,-11.16,25.82,3.97,622.562
456,2020-12-18 18:00:00,-11.66,26.44,5.754,622.638
457,2020-12-18 18:15:00,-11.77,26.32,5.403,622.743
458,2020-12-18 18:30:00,-11.55,25.07,3.902,622.848
459,2020-12-18 18:45:00,-11.33,24.63,1.449,622.954
460,2020-12-18 19:00:00,-11.57,25.76,1.453,623.059
461,2020-12-18 19:15:00,-11.77,24.81,2.632,623.161
462,2020-12-18 19:30:00,-12.05,24.61,2.824,623.263
463,2020-12-18 19:45:00,-12.03,22.93,3.229,623.366
464,2020-12-18 20:00:00,-12.23,23.29,3.059,623.468
465,2020-12-18 20:15:00,-12.43,21.55,3.973,623.522
466,2020-12-18 20:30:00,-12.11,20.67,3.734,623.576
467,2020-12-18 20:45:00,-12.36,22.53,3.63,623.629
468,2020-12-18 21:00:00,-12.45,22.49,3.547,623.683
469,2020-12-18 21:15:00,-12.89,22.17,3.288,623.751
470,2020-12-18 21:30:00,-12.81,20.91,3.33,623.819
471,2020-12-18 21:45:00,-12.72,21.16,3.805,623.887
472,2020-12-18 22:00:00,-12.66,21.43,3.649,623.956
473,2020-12-18 22:15:00,-12.76,21.12,3.587,624.0
474,2020-12-18 22:30:00,-12.78,20.83,3.188,624.044
475,2020-12-18 22:45:00,-12.94,20.36,3.552,624.089
476,2020-12-18 23:00:00,-12.89,20.94,3.252,624.133
477,2020-12-18 23:15:00,-13.06,20.47,3.58,624.119
478,2020-12-18 23:30:00,-13.12,20.3,3.449,624.106
479,2020-12-18 23:45:00,-13.22,20.39,3.072,624.093
480,2020-12-19 00:00:00,-13.35,20.42,2.824,624.079
481,2020-12-19 00:15:00,-13.55,20.55,2.727,624.019
482,2020-12-19 00:30:00,-13.33,19.2,3.189,623.959
483,2020-12-19 00:45:00,-13.41,22.5,3.269,623.899
484,2020-12-19 01:00:00,-13.56,22.12,2.932,623.838
485,2020-12-19 01:15:00,-13.51,22.7,2.64,623.825
486,2020-12-19 01:30:00,-13.77,21.91,2.857,623.811
487,2020-12-19 01:45:00,-13.75,21.9,3.027,623.798
488,2020-12-19 02:00:00,-13.85,22.69,2.66,623.784
489,2020-12-19 02:15:00,-14.04,25.64,2.574,623.781
490,2020-12-19 02:30:00,-14.19,24.39,3.284,623.778
491,2020-12-19 02:45:00,-14.32,25.22,3.618,623.775
492,2020-12-19 03:00:00,-14.55,27.35,3.431,623.772
493,2020-12-19 03:15:00,-14.69,26.76,3.447,623.767
494,2020-12-19 03:30:00,-14.72,25.46,3.202,623.761
495,2020-12-19 03:45:00,-14.77,26.7,3.353,623.755
496,2020-12-19 04:00:00,-14.99,26.74,3.515,623.75
497,2020-12-19 04:15:00,-14.83,25.59,2.555,623.812
498,2020-12-19 04:30:00,-14.78,25.98,2.547,623.874
499,2020-12-19 04:45:00,-14.96,27.62,2.24,623.936
500,2020-12-19 05:00:00,-15.18,27.2,3.571,623.998
501,2020-12-19 05:15:00,-15.08,27.33,3.486,624.045
502,2020-12-19 05:30:00,-15.21,28.21,2.828,624.092
503,2020-12-19 05:45:00,-15.1,27.91,2.802,624.139
504,2020-12-19 06:00:00,-15.33,28.73,3.355,624.187
505,2020-12-19 06:15:00,-15.56,27.7,3.817,624.251
506,2020-12-19 06:30:00,-15.71,28.71,3.878,624.316
507,2020-12-19 06:45:00,-15.75,28.98,3.576,624.38
508,2020-12-19 07:00:00,-15.81,28.4,3.28,624.445
509,2020-12-19 07:15:00,-15.9,29.04,3.498,624.582
510,2020-12-19 07:30:00,-15.86,29.04,3.029,624.719
511,2020-12-19 07:45:00,-15.73,29.83,2.253,624.857
512,2020-12-19 08:00:00,-15.77,30.21,2.442,624.994
513,2020-12-19 08:15:00,-15.86,29.88,2.43,625.109
514,2020-12-19 08:30:00,-15.34,31.63,1.87,625.225
515,2020-12-19 08:45:00,-14.62,29.96,0.618,625.34
516,2020-12-19 09:00:00,-14.4,29.15,0.446,625.456
517,2020-12-19 09:15:00,-14.26,30.97,1.951,625.595
518,2020-12-19 09:30:00,-14.2,31.61,1.718,625.734
519,2020-12-19 09:45:00,-13.96,32.53,1.683,625.873
520,2020-12-19 10:00:00,-13.64,31.97,1.757,626.012
521,2020-12-19 10:15:00,-13.41,31.36,1.788,625.964
522,2020-12-19 10:30:00,-13.0,31.17,1.906,625.916
523,2020-12-19 10:45:00,-12.63,29.23,2.088,625.867
524,2020-12-19 11:00:00,-12.8,30.63,2.442,625.819
525,2020-12-19 11:15:00,-12.6,30.74,2.505,625.649
526,2020-12-19 11:30:00,-12.39,30.21,1.969,625.48
527,2020-12-19 11:45:00,-12.2,29.8,2.588,625.31
528,2020-12-19 12:00:00,-11.86,30.28,2.228,625.141
529,2020-12-19 12:15:00,-11.7,29.65,2.336,625.043
530,2020-12-19 12:30:00,-11.4,29.33,2.308,624.946
531,2020-12-19 12:45:00,-10.89,26.83,1.91,624.848
532,2020-12-19 13:00:00,-10.93,28.61,2.825,624.751
533,2020-12-19 13:15:00,-10.78,27.66,2.131,624.724
534,2020-12-19 13:30:00,-10.44,27.31,2.489,624.698
535,2020-12-19 13:45:00,-9.62,26.52,1.523,624.671
536,2020-12-19 14:00:00,-9.67,26.29,2.11,624.645
537,2020-12-19 14:15:00,-9.47,25.24,1.701,624.602
538,2020-12-19 14:30:00,-9.45,25.3,2.179,624.56
539,2020-12-19 14:45:00,-9.28,24.31,1.786,624.517
540,2020-12-19 15:00:00,-9.42,24.55,1.944,624.475
541,2020-12-19 15:15:00,-8.49,23.04,1.272,624.444
542,2020-12-19 15:30:00,-8.96,23.81,1.61,624.413
543,2020-12-19 15:45:00,-9.14,24.06,1.486,624.382
544,2020-12-19 16:00:00,-9.4,24.4,1.504,624.351
545,2020-12-19 16:15:00,-9.58,25.19,1.547,624.367
546,2020-12-19 16:30:00,-9.69,24.68,0.872,624.382
547,2020-12-19 16:45:00,-9.78,24.61,0.576,624.398
548,2020-12-19 17:00:00,-9.81,24.87,1.017,624.413
549,2020-12-19 17:15:00,-9.97,25.85,0.896,624.526
550,2020-12-19 17:30:00,-10.29,27.95,0.205,624.639
551,2020-12-19 17:45:00,-10.51,26.87,0.361,624.752
552,2020-12-19 18:00:00,-10.52,30.35,0.035,624.864
553,2020-12-19 18:15:00,-10.59,27.78,0.322,624.973
554,2020-12-19 18:30:00,-10.28,29.67,0.343,625.082
555,2020-12-19 18:45:00,-10.3,31.41,0.201,625.192
556,2020-12-19 19:00:00,-10.6,28.14,0.153,625.301
557,2020-12-19 19:15:00,-10.71,29.53,0.549,625.352
558,2020-12-19 19:30:00,-10.88,28.77,0.619,625.403
559,2020-12-19 19:45:00,-10.91,28.76,0.325,625.455
560,2020-12-19 20:00:00,-11.12,29.26,0.145,625.506
561,2020-12-19 20:15:00,-10.94,32.15,0.264,625.564
562,2020-12-19 20:30:00,-11.4,31.3,0.0,625.622
563,2020-12-19 20:45:00,-11.24,29.73,0.237,625.68
564,2020-12-19 21:00:00,-11.25,29.44,0.249,625.739
565,2020-12-19 21:15:00,-11.03,31.39,2.566,625.718
566,2020-12-19 21:30:00,-11.06,30.42,2.716,625.697
567,2020-12-19 21:45:00,-10.92,30.18,1.638,625.676
568,2020-12-19 22:00:00,-11.08,31.69,2.701,625.654
569,2020-12-19 22:15:00,-11.13,31.5,2.817,625.692
570,2020-12-19 22:30:00,-11.1,31.54,3.198,625.729
571,2020-12-19 22:45:00,-11.18,33.99,1.892,625.766
572,2020-12-19 23:00:00,-11.4,30.48,1.127,625.804
573,2020-12-19 23:15:00,-11.11,30.71,1.162,625.783
574,2020-12-19 23:30:00,-11.7,32.14,0.749,625.762
575,2020-12-19 23:45:00,-11.78,33.42,0.341,625.741
576,2020-12-20 00:00:00,-12.08,32.66,0.363,625.72
577,2020-12-20 00:15:00,-12.09,31.86,0.411,625.691
578,2020-12-20 00:30:00,-11.82,31.17,2.165,625.662
579,2020-12-20 00:45:00,-11.81,31.05,2.28,625.633
580,2020-12-20 01:00:00,-12.02,31.11,2.695,625.604
581,2020-12-20 01:15:00,-11.91,31.5,0.875,625.651
582,2020-12-20 01:30:00,-11.9,31.06,1.26,625.698
583,2020-12-20 01:45:00,-12.21,32.67,0.745,625.744
584,2020-12-20 02:00:00,-12.5,34.3,0.877,625.791
585,2020-12-20 02:15:00,-12.53,32.41,2.693,625.787
586,2020-12-20 02:30:00,-12.46,32.59,1.036,625.782
587,2020-12-20 02:45:00,-12.65,32.81,0.619,625.778
588,2020-12-20 03:00:00,-12.51,32.52,1.879,625.774
589,2020-12-20 03:15:00,-13.0,34.66,0.755,625.726
590,2020-12-20 03:30:00,-12.9,32.75,1.63,625.679
591,2020-12-20 03:45:00,-12.95,33.78,1.267,625.631
592,2020-12-20 04:00:00,-13.0,32.8,0.623,625.584
593,2020-12-20 04:15:00,-12.92,32.92,2.472,625.624
594,2020-12-20 04:30:00,-12.88,32.95,1.491,625.665
595,2020-12-20 04:45:00,-12.97,33.39,1.963,625.705
596,2020-12-20 05:00:00,-13.08,33.16,2.227,625.746
597,2020-12-20 05:15:00,-13.14,33.38,2.41,625.842
598,2020-12-20 05:30:00,-13.37,36.35,0.794,625.938
599,2020-12-20 05:45:00,-13.95,36.79,0.121,626.034
600,2020-12-20 06:00:00,-14.18,36.96,0.372,626.13
601,2020-12-20 06:15:00,-13.83,34.84,2.329,626.246
602,2020-12-20 06:30:00,-13.8,36.61,1.107,626.363
603,2020-12-20 06:45:00,-14.13,35.67,0.737,626.48
604,2020-12-20 07:00:00,-13.97,36.78,0.45,626.596
605,2020-12-20 07:15:00,-14.19,36.12,0.53,626.621
606,2020-12-20 07:30:00,-14.05,36.63,0.314,626.645
607,2020-12-20 07:45:00,-14.1,35.96,0.773,626.67
608,2020-12-20 08:00:00,-14.27,38.09,0.661,626.694
609,2020-12-20 08:15:00,-14.44,38.57,0.189,626.82
610,2020-12-20 08:30:00,-14.24,37.32,0.367,626.947
611,2020-12-20 08:45:00,-13.38,34.35,0.21,627.073
612,2020-12-20 09:00:00,-12.51,34.52,0.326,627.199
613,2020-12-20 09:15:00,-12.59,34.71,1.2,627.225
614,2020-12-20 09:30:00,-12.37,34.21,0.932,627.252
615,2020-12-20 09:45:00,-12.6,35.23,2.141,627.279
616,2020-12-20 10:00:00,-12.29,33.88,1.556,627.305
617,2020-12-20 10:15:00,-12.01,34.03,2.118,627.256
618,2020-12-20 10:30:00,-11.54,32.08,1.333,627.208
619,2020-12-20 10:45:00,-11.62,32.59,1.706,627.159
620,2020-12-20 11:00:00,-10.73,31.16,1.842,627.11
621,2020-12-20 11:15:00,-10.91,31.98,2.151,626.951
622,2020-12-20 11:30:00,-10.62,30.21,2.093,626.792
623,2020-12-20 11:45:00,-10.18,29.2,1.859,626.632
624,2020-12-20 12:00:00,-10.02,30.43,2.34,626.473
625,2020-12-20 12:15:00,-9.57,28.92,1.809,626.277
626,2020-12-20 12:30:00,-9.43,28.83,1.951,626.08
627,2020-12-20 12:45:00,-9.25,29.38,2.247,625.884
628,2020-12-20 13:00:00,-8.76,27.71,1.435,625.688
629,2020-12-20 13:15:00,-8.28,28.94,2.082,625.512
630,2020-12-20 13:30:00,-8.58,27.92,2.473,625.337
631,2020-12-20 13:45:00,-8.51,27.63,1.691,625.161
632,2020-12-20 14:00:00,-8.5,27.49,1.894,624.986
633,2020-12-20 14:15:00,-7.983,27.04,1.665,624.928
634,2020-12-20 14:30:00,-8.14,26.76,1.614,624.87
635,2020-12-20 14:45:00,-7.576,26.51,1.0,624.813
636,2020-12-20 15:00:00,-7.549,25.82,1.563,624.755
637,2020-12-20 15:15:00,-7.841,26.36,1.685,624.745
638,2020-12-20 15:30:00,-7.604,25.36,0.803,624.735
639,2020-12-20 15:45:00,-7.805,26.66,1.854,624.725
640,2020-12-20 16:00:00,-7.899,26.08,1.003,624.714
641,2020-12-20 16:15:00,-7.913,26.81,0.861,624.729
642,2020-12-20 16:30:00,-8.25,26.62,1.543,624.744
643,2020-12-20 16:45:00,-8.28,26.79,1.019,624.758
644,2020-12-20 17:00:00,-8.32,26.35,1.125,624.773
645,2020-12-20 17:15:00,-8.55,26.84,1.071,624.812
646,2020-12-20 17:30:00,-8.83,28.15,0.373,624.851
647,2020-12-20 17:45:00,-9.1,29.64,0.377,624.89
648,2020-12-20 18:00:00,-9.56,30.19,0.177,624.929
649,2020-12-20 18:15:00,-9.69,29.48,0.122,624.999
650,2020-12-20 18:30:00,-9.86,30.05,0.11,625.068
651,2020-12-20 18:45:00,-9.83,32.01,0.289,625.138
652,2020-12-20 19:00:00,-9.88,32.62,0.078,625.208
653,2020-12-20 19:15:00,-9.64,30.54,0.672,625.184
654,2020-12-20 19:30:00,-9.77,32.63,0.34,625.161
655,2020-12-20 19:45:00,-9.77,29.67,0.637,625.137
656,2020-12-20 20:00:00,-9.47,31.52,0.417,625.114
657,2020-12-20 20:15:00,-9.75,32.82,0.525,625.13
658,2020-12-20 20:30:00,-9.85,30.0,0.305,625.146
659,2020-12-20 20:45:00,-9.73,32.2,0.299,625.162
660,2020-12-20 21:00:00,-9.99,32.96,0.043,625.178
661,2020-12-20 21:15:00,-10.18,31.75,0.24,625.2
662,2020-12-20 21:30:00,-9.87,31.07,0.356,625.223
663,2020-12-20 21:45:00,-9.85,31.21,0.562,625.245
664,2020-12-20 22:00:00,-9.99,33.15,0.446,625.267
665,2020-12-20 22:15:00,-10.07,32.34,0.565,625.239
666,2020-12-20 22:30:00,-10.07,34.11,1.297,625.21
667,2020-12-20 22:45:00,-10.19,34.95,0.68,625.181
668,2020-12-20 23:00:00,-10.04,33.09,0.473,625.153
669,2020-12-20 23:15:00,-9.96,36.44,1.468,625.055
670,2020-12-20 23:30:00,-10.57,35.27,0.485,624.957
671,2020-12-20 23:45:00,-10.35,33.8,1.174,624.859
672,2020-12-21 00:00:00,-10.36,38.18,0.46,624.761
673,2020-12-21 00:15:00,-10.83,36.89,0.406,624.691
674,2020-12-21 00:30:00,-10.54,34.46,0.856,624.621
675,2020-12-21 00:45:00,-10.46,35.73,0.838,624.551
676,2020-12-21 01:00:00,-10.48,34.68,0.603,624.481
677,2020-12-21 01:15:00,-10.51,36.75,0.182,624.465
678,2020-12-21 01:30:00,-10.82,36.74,0.117,624.448
679,2020-12-21 01:45:00,-10.8,37.51,1.023,624.432
680,2020-12-21 02:00:00,-11.01,39.46,0.184,624.416
681,2020-12-21 02:15:00,-11.08,37.61,0.64,624.346
682,2020-12-21 02:30:00,-10.73,35.88,1.039,624.276
683,2020-12-21 02:45:00,-10.84,37.94,0.98,624.206
684,2020-12-21 03:00:00,-11.15,39.47,0.378,624.136
685,2020-12-21 03:15:00,-11.21,39.56,0.255,624.052
686,2020-12-21 03:30:00,-11.41,40.74,0.63,623.968
687,2020-12-21 03:45:00,-11.87,41.33,0.066,623.884
688,2020-12-21 04:00:00,-11.7,37.63,0.646,623.8
689,2020-12-21 04:15:00,-11.67,37.37,0.176,623.766
690,2020-12-21 04:30:00,-11.63,38.25,0.342,623.733
691,2020-12-21 04:45:00,-11.68,39.53,0.559,623.7
692,2020-12-21 05:00:00,-12.13,40.05,0.239,623.666
693,2020-12-21 05:15:00,-12.15,41.99,0.435,623.681
694,2020-12-21 05:30:00,-12.24,39.43,0.966,623.696
695,2020-12-21 05:45:00,-11.87,40.92,1.902,623.712
696,2020-12-21 06:00:00,-12.14,39.22,0.417,623.727
697,2020-12-21 06:15:00,-12.1,39.96,0.822,623.733
698,2020-12-21 06:30:00,-12.39,42.16,0.316,623.738
699,2020-12-21 06:45:00,-12.46,39.07,0.576,623.744
700,2020-12-21 07:00:00,-12.19,39.45,1.158,623.75
701,2020-12-21 07:15:00,-12.55,40.2,0.409,623.806
702,2020-12-21 07:30:00,-12.9,40.96,0.175,623.862
703,2020-12-21 07:45:00,-12.9,40.07,0.444,623.918
704,2020-12-21 08:00:00,-12.57,39.19,0.783,623.974
705,2020-12-21 08:15:00,-12.53,39.18,0.625,624.008
706,2020-12-21 08:30:00,-12.12,37.49,0.838,624.042
707,2020-12-21 08:45:00,-11.42,36.32,0.355,624.076
708,2020-12-21 09:00:00,-10.59,34.57,0.077,624.11
709,2020-12-21 09:15:00,-10.64,35.51,0.962,624.144
710,2020-12-21 09:30:00,-10.66,35.66,1.897,624.177
711,2020-12-21 09:45:00,-10.37,34.25,0.896,624.211
712,2020-12-21 10:00:00,-9.91,32.96,1.416,624.245
713,2020-12-21 10:15:00,-9.75,33.58,1.587,624.159
714,2020-12-21 10:30:00,-9.76,34.18,2.094,624.074
715,2020-12-21 10:45:00,-9.45,33.03,1.632,623.988
716,2020-12-21 11:00:00,-9.18,32.68,1.855,623.903
717,2020-12-21 11:15:00,-8.7,31.43,1.742,623.741
718,2020-12-21 11:30:00,-8.5,31.92,1.814,623.579
719,2020-12-21 11:45:00,-7.85,31.25,1.974,623.416
720,2020-12-21 12:00:00,-7.788,29.87,1.874,623.254
721,2020-12-21 12:15:00,-7.229,30.13,1.978,623.088
722,2020-12-21 12:30:00,-7.122,28.75,1.825,622.922
723,2020-12-21 12:45:00,-7.099,29.22,1.702,622.756
724,2020-12-21 13:00:00,-6.401,27.64,1.793,622.59
725,2020-12-21 13:15:00,-6.277,28.81,2.158,622.47
726,2020-12-21 13:30:00,-5.725,27.43,1.43,622.349
727,2020-12-21 13:45:00,-5.497,26.52,1.195,622.228
728,2020-12-21 14:00:00,-5.515,26.7,1.521,622.108
729,2020-12-21 14:15:00,-4.879,23.77,1.358,622.025
730,2020-12-21 14:30:00,-4.783,24.84,1.501,621.941
731,2020-12-21 14:45:00,-4.763,24.5,1.452,621.858
732,2020-12-21 15:00:00,-5.014,25.26,1.627,621.775
733,2020-12-21 15:15:00,-5.015,24.44,1.528,621.741
734,2020-12-21 15:30:00,-5.293,24.89,1.27,621.707
735,2020-12-21 15:45:00,-5.41,25.9,1.575,621.672
736,2020-12-21 16:00:00,-5.294,25.72,0.906,621.638
737,2020-12-21 16:15:00,-5.073,25.13,0.641,621.623
738,2020-12-21 16:30:00,-5.884,25.97,0.877,621.608
739,2020-12-21 16:45:00,-6.179,26.2,0.736,621.593
740,2020-12-21 17:00:00,-6.463,27.77,0.572,621.578
741,2020-12-21 17:15:00,-6.84,27.91,0.353,621.632
742,2020-12-21 17:30:00,-7.002,28.6,0.569,621.685
743,2020-12-21 17:45:00,-7.495,29.37,0.217,621.739
744,2020-12-21 18:00:00,-7.762,29.76,0.189,621.793
745,2020-12-21 18:15:00,-7.829,30.74,0.355,621.857
746,2020-12-21 18:30:00,-7.813,28.75,0.838,621.921
747,2020-12-21 18:45:00,-7.944,29.72,0.704,621.985
748,2020-12-21 19:00:00,-7.873,29.69,0.514,622.049
749,2020-12-21 19:15:00,-7.395,28.01,1.194,622.106
750,2020-12-21 19:30:00,-7.55,29.81,0.94,622.164
751,2020-12-21 19:45:00,-7.479,28.07,0.951,622.221
752,2020-12-21 20:00:00,-7.4,28.16,0.564,622.278
753,2020-12-21 20:15:00,-7.281,28.3,1.032,622.3
754,2020-12-21 20:30:00,-7.812,30.44,0.439,622.321
755,2020-12-21 20:45:00,-7.992,30.47,0.579,622.342
756,2020-12-21 21:00:00,-7.871,29.47,1.077,622.364
757,2020-12-21 21:15:00,-7.854,29.59,2.083,622.359
758,2020-12-21 21:30:00,-8.25,30.75,0.818,622.355
759,2020-12-21 21:45:00,-7.99,30.57,2.212,622.351
760,2020-12-21 22:00:00,-8.04,30.56,3.201,622.347
761,2020-12-21 22:15:00,-8.01,30.77,2.962,622.371
762,2020-12-21 22:30:00,-8.42,31.49,3.086,622.395
763,2020-12-21 22:45:00,-8.44,31.72,0.827,622.419
764,2020-12-21 23:00:00,-8.6,30.81,1.149,622.443
765,2020-12-21 23:15:00,-8.39,31.29,2.143,622.364
766,2020-12-21 23:30:00,-8.4,30.82,2.867,622.285
767,2020-12-21 23:45:00,-8.4,30.7,3.088,622.206
768,2020-12-22 00:00:00,-8.52,31.48,2.671,622.127
769,2020-12-22 00:15:00,-8.87,33.03,1.854,622.063
770,2020-12-22 00:30:00,-8.93,31.05,1.354,621.999
771,2020-12-22 00:45:00,-8.63,33.72,1.86,621.935
772,2020-12-22 01:00:00,-8.77,32.9,1.59,621.872
773,2020-12-22 01:15:00,-9.09,32.46,0.898,621.885
774,2020-12-22 01:30:00,-9.11,34.56,1.491,621.899
775,2020-12-22 01:45:00,-9.51,35.14,1.421,621.913
776,2020-12-22 02:00:00,-9.58,36.1,1.644,621.927
777,2020-12-22 02:15:00,-9.68,35.75,1.008,621.958
778,2020-12-22 02:30:00,-9.92,36.96,0.695,621.99
779,2020-12-22 02:45:00,-10.12,35.23,0.835,622.021
780,2020-12-22 03:00:00,-9.9,32.75,0.887,622.053
781,2020-12-22 03:15:00,-10.1,37.03,0.815,622.01
782,2020-12-22 03:30:00,-10.12,32.82,1.509,621.967
783,2020-12-22 03:45:00,-10.07,36.0,0.94,621.924
784,2020-12-22 04:00:00,-10.43,35.55,1.223,621.881
785,2020-12-22 04:15:00,-10.04,35.92,1.235,621.895
786,2020-12-22 04:30:00,-10.26,35.0,0.771,621.909
787,2020-12-22 04:45:00,-10.45,34.9,1.294,621.923
788,2020-12-22 05:00:00,-10.28,34.82,2.068,621.937
789,2020-12-22 05:15:00,-10.57,35.85,1.331,621.98
790,2020-12-22 05:30:00,-10.47,34.57,1.693,622.023
791,2020-12-22 05:45:00,-10.31,33.35,1.987,622.066
792,2020-12-22 06:00:00,-10.53,36.13,1.177,622.109
793,2020-12-22 06:15:00,-11.34,38.15,0.351,622.238
794,2020-12-22 06:30:00,-11.25,36.42,0.406,622.367
795,2020-12-22 06:45:00,-10.73,34.65,2.048,622.496
796,2020-12-22 07:00:00,-10.55,34.67,1.859,622.624
797,2020-12-22 07:15:00,-10.69,35.56,1.095,622.729
798,2020-12-22 07:30:00,-10.78,34.58,1.53,622.834
799,2020-12-22 07:45:00,-10.79,36.91,1.551,622.939
800,2020-12-22 08:00:00,-11.43,38.42,0.389,623.044
801,2020-12-22 08:15:00,-11.94,40.05,0.02,623.119
802,2020-12-22 08:30:00,-11.25,36.43,0.369,623.194
803,2020-12-22 08:45:00,-10.16,34.3,0.389,623.269
804,2020-12-22 09:00:00,-9.6,34.24,0.338,623.344
805,2020-12-22 09:15:00,-9.15,32.7,0.498,623.47
806,2020-12-22 09:30:00,-9.5,33.57,1.76,623.595
807,2020-12-22 09:45:00,-9.22,32.76,1.759,623.72
808,2020-12-22 10:00:00,-9.27,33.47,1.658,623.846
809,2020-12-22 10:15:00,-8.61,33.04,1.765,623.848
810,2020-12-22 10:30:00,-8.28,31.56,1.274,623.85
811,2020-12-22 10:45:00,-8.04,32.3,1.787,623.852
812,2020-12-22 11:00:00,-8.02,31.67,2.133,623.854
813,2020-12-22 11:15:00,-7.685,30.65,1.974,623.765
814,2020-12-22 11:30:00,-7.284,31.02,2.034,623.675
815,2020-12-22 11:45:00,-7.396,31.72,2.424,623.586
816,2020-12-22 12:00:00,-6.941,30.27,2.024,623.496
817,2020-12-22 12:15:00,-6.768,31.52,2.076,623.355
818,2020-12-22 12:30:00,-6.744,30.46,2.194,623.214
819,2020-12-22 12:45:00,-6.52,29.07,2.199,623.073
820,2020-12-22 13:00:00,-5.995,28.1,2.119,622.932
821,2020-12-22 13:15:00,-5.859,27.58,2.069,622.813
822,2020-12-22 13:30:00,-5.483,27.13,1.977,622.694
823,2020-12-22 13:45:00,-5.332,26.23,1.908,622.575
824,2020-12-22 14:00:00,-4.868,25.22,1.198,622.456
825,2020-12-22 14:15:00,-4.753,24.33,1.812,622.421
826,2020-12-22 14:30:00,-4.426,24.33,1.894,622.386
827,2020-12-22 14:45:00,-4.528,24.52,1.856,622.35
828,2020-12-22 15:00:00,-3.925,24.03,1.129,622.315
829,2020-12-22 15:15:00,-4.193,23.23,1.546,622.297
830,2020-12-22 15:30:00,-4.153,23.93,1.812,622.278
831,2020-12-22 15:45:00,-4.311,24.42,1.315,622.26
832,2020-12-22 16:00:00,-4.218,22.9,0.671,622.242
833,2020-12-22 16:15:00,-4.759,24.68,1.37,622.257
834,2020-12-22 16:30:00,-5.374,24.85,0.999,622.272
835,2020-12-22 16:45:00,-5.634,25.62,1.426,622.287
836,2020-12-22 17:00:00,-5.879,26.52,1.244,622.302
837,2020-12-22 17:15:00,-6.188,28.6,0.39,622.319
838,2020-12-22 17:30:00,-6.762,28.89,0.344,622.337
839,2020-12-22 17:45:00,-6.874,29.52,0.267,622.355
840,2020-12-22 18:00:00,-7.368,30.46,0.0,622.373
841,2020-12-22 18:15:00,-7.426,29.28,0.39,622.387
842,2020-12-22 18:30:00,-7.267,29.49,0.447,622.401
843,2020-12-22 18:45:00,-7.402,20.02,0.719,622.415
844,2020-12-22 19:00:00,-6.985,20.92,1.153,622.43
845,2020-12-22 19:15:00,-7.04,20.35,1.418,622.468
846,2020-12-22 19:30:00,-7.036,20.77,1.78,622.506
847,2020-12-22 19:45:00,-7.055,22.66,2.129,622.544
848,2020-12-22 20:00:00,-7.386,22.01,2.757,622.582
849,2020-12-22 20:15:00,-7.637,17.03,2.693,622.577
850,2020-12-22 20:30:00,-7.597,17.76,2.794,622.572
851,2020-12-22 20:45:00,-7.793,16.71,2.683,622.567
852,2020-12-22 21:00:00,-7.839,18.37,2.151,622.562
853,2020-12-22 21:15:00,-7.733,16.97,2.173,622.532
854,2020-12-22 21:30:00,-7.943,22.14,2.857,622.501
855,2020-12-22 21:45:00,-8.25,19.73,3.133,622.471
856,2020-12-22 22:00:00,-8.13,17.0,2.85,622.441
857,2020-12-22 22:15:00,-8.43,16.96,2.467,622.428
858,2020-12-22 22:30:00,-8.48,18.95,3.149,622.415
859,2020-12-22 22:45:00,-8.54,18.85,2.626,622.402
860,2020-12-22 23:00:00,-8.62,19.54,2.941,622.388
861,2020-12-22 23:15:00,-8.95,19.99,3.301,622.278
862,2020-12-22 23:30:00,-8.92,19.34,2.85,622.167
863,2020-12-22 23:45:00,-9.12,19.36,2.695,622.056
864,2020-12-23 00:00:00,-9.01,19.46,2.844,621.945
865,2020-12-23 00:15:00,-8.87,18.36,2.801,621.818
866,2020-12-23 00:30:00,-8.98,19.18,2.886,621.691
867,2020-12-23 00:45:00,-9.06,20.94,1.939,621.564
868,2020-12-23 01:00:00,-9.33,23.1,1.1,621.436
869,2020-12-23 01:15:00,-9.32,22.36,1.506,621.385
870,2020-12-23 01:30:00,-9.53,21.9,1.316,621.334
871,2020-12-23 01:45:00,-9.61,24.03,1.158,621.282
